"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"bin.135.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","25.29","0.9113535099","-"
"bin.136.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_900107095.1, s__Collimonas sp90010...","26.98","0.979754918","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.139.fa","d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","64.52","0.8113623354","-"
"bin.140.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_005878835.1, s__13-2-20CM-66-19 sp...","61.68","0.9412669638","-"
"bin.141.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__UBA9219;g__JABDFY01;s__","-","-","-","-","-","GCA_903875345.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__UBA9219;g__JABDFY01;s__JABDFY01 sp903875345","76.97","0.24","taxonomic classification defined by topology and ANI","-","-","91.54","0.8916474101","-"
"bin.142.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","68.81","0.9098010894","-"
"bin.143.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","64.11","0.917214577","-"
"bin.144.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","33.06","0.8807345508","Genome has more than 27.5% of markers with multiple hits"
"bin.145.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","59.26","0.906350063","-"
"bin.146.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","53.6","0.884443039","-"
"bin.148.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__","-","-","-","-","-","GCF_003977615.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sp003977615","87.84","0.84","taxonomic classification defined by topology and ANI","-","GCA_903970555.1, s__Dyella sp903970555...","65.06","0.9966229341","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.151.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCA_013289695.1, s__Palsa-295 sp013289...","51.1","0.9742555283","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.154.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__","-","-","-","-","-","GCA_003139615.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp003139615","77.31","0.26","taxonomic classification defined by topology and ANI","-","-","24.42","0.9217310966","-"
"bin.157.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","21.34","0.8784187555","-"
"bin.159.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDGC01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","24.86","0.9071738472","-"
"bin.160.fa","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Palsa-1248;s__","-","-","-","-","-","GCA_003152485.1","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Palsa-1248;s__Palsa-1248 sp003152485","78.47","0.36","taxonomic classification defined by topology and ANI","-","-","39.79","0.9336628774","Genome has more than 11.7% of markers with multiple hits"
"bin.161.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","16.44","0.8903644313","-"
"bin.162.fa","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","21.04","0.7571748727","-"
"bin.163.fa","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__","-","-","-","-","-","GCA_003222535.1","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222535","79.95","0.67","taxonomic classification defined by topology and ANI","-","GCA_003223775.1, s__Gp6-AA45 sp0032237...","10.92","0.9201184036","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.082.fa","d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-",65.65,0.8396037176,"-"
