bin	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5	Completeness	Contamination	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	bin_length	bin_%GC	contig_count	min_contig_length
bin.126	k__Bacteria	2258	181	111	10	170	1	0	0	0	93.39	0.23	id125	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae			3629305	46	124	2.5k
bin.275	k__Bacteria	2258	181	111	23	157	1	0	0	0	84.38	0.23	id274	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae			3354120	46	88	10k
bin.020	k__Bacteria	2258	190	119	140	50	0	0	0	0	24.99	0	id19	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018			1068664	49	151	2.5k
bin.208	k__Bacteria	2258	182	112	73	104	5	0	0	0	67.82	4.02	id207	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018			3559911	49	333	2.5k
bin.225	k__Bacteria	2258	182	112	95	85	2	0	0	0	43.07	1.34	id224	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018			1945109	49	120	10k
bin.401	k__Bacteria	88	230	148	14	213	3	0	0	0	92.4	1.35	id400	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAJCIW01		2168499	44	95	2.5k
bin.005	k__Bacteria	88	230	148	16	213	1	0	0	0	91.05	0.68	id4	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAJCIW01		1977707	44	70	10k
bin.160	k__Bacteria	5449	104	58	93	11	0	0	0	0	15.52	0	id159	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	Ga0074140		338880	49	46	2.5k
bin.276	k__Bacteria	5449	104	58	83	21	0	0	0	0	18.03	0	id275	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	Ga0074140		255203	50	34	2.5k
bin.364	k__Bacteria	88	230	148	29	200	1	0	0	0	84.8	0.23	id363	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	JABDFI01		1529384	50	87	2.5k
bin.306	k__Bacteria	88	230	148	50	179	1	0	0	0	74.66	0.23	id305	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	JABDFI01		1287413	50	56	10k
bin.137	k__Bacteria	88	230	148	131	99	0	0	0	0	49.62	0	id136	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		911306	46	101	2.5k
bin.360	k__Bacteria	88	230	148	11	217	2	0	0	0	94.43	0.9	id359	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		1876653	44	41	2.5k
bin.477	k__Bacteria	88	230	148	57	170	3	0	0	0	76.57	1.13	id476	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		1608971	44	116	2.5k
bin.038	k__Bacteria	88	230	148	167	63	0	0	0	0	28.67	0	id37	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		359881	46	27	10k
bin.247	k__Bacteria	88	230	148	20	209	1	0	0	0	90.37	0.23	id246	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		1832225	44	35	10k
bin.288	k__Bacteria	88	230	148	111	117	2	0	0	0	60.73	0.9	id287	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		1267796	44	69	10k
bin.240	k__Bacteria	88	230	148	95	132	3	0	0	0	60.49	2.03	id239	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		1205378	47	140	2.5k
bin.274	k__Bacteria	88	230	148	40	188	2	0	0	0	82.54	1.35	id273	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		1661242	44	118	2.5k
bin.111	k__Bacteria	5449	104	58	87	17	0	0	0	0	21	0	id110	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		397881	47	30	10k
bin.188	k__Bacteria	88	230	148	75	154	1	0	0	0	61.25	0.68	id187	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		1283915	45	66	10k
bin.225	k__Bacteria	901	171	117	84	85	2	0	0	0	49.3	0.19	id224	Bacteria	Cyanobacteria	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	JABDBL01		1801764	43	205	2.5k
bin.138	k__Bacteria	901	171	117	132	39	0	0	0	0	17.95	0	id137	Bacteria	Cyanobacteria	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	JABDBL01		762296	44	52	10k
bin.116	k__Bacteria	5449	103	57	79	24	0	0	0	0	22.73	0	id115	Bacteria	Dependentiae	Babeliae	Babeliales	JABCYS01	JABCYS01		352837	39	49	2.5k
bin.448	k__Bacteria	138	338	246	140	191	7	0	0	0	51.08	2.44	id447	Bacteria	Dependentiae	Babeliae	Babeliales	JACPOV01			1112820	35	73	2.5k
bin.254	k__Bacteria	138	338	246	175	162	1	0	0	0	40.82	0.41	id253	Bacteria	Dependentiae	Babeliae	Babeliales	JACPOV01			848151	35	38	10k
bin.419	o__Rickettsiales	83	324	211	180	143	1	0	0	0	38.36	0.24	id418	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411			620768	41	70	2.5k
bin.139	k__Bacteria	2993	147	91	88	59	0	0	0	0	31.37	0	id138	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411			319933	41	25	10k
bin.357	k__Bacteria	138	338	246	278	59	1	0	0	0	16.25	0.2	id356	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	SOIL31		373583	37	54	2.5k
bin.466	k__Bacteria	5449	104	58	42	43	11	8	0	0	46.79	6.35	id465	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	SOIL31		921446	40	115	2.5k
bin.016	root	5656	56	24	56	0	0	0	0	0	0	0	id15	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	SOIL31		421030	43	31	10k
bin.349	k__Bacteria	2993	147	91	53	93	1	0	0	0	50	1.1	id348	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			751070	40	90	2.5k
bin.443	k__Bacteria	5449	104	58	91	13	0	0	0	0	19.83	0	id442	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			336812	42	44	2.5k
bin.505	k__Bacteria	138	338	246	116	220	2	0	0	0	58.94	0.81	id504	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			1236816	37	12	2.5k
bin.073	k__Bacteria	138	338	246	278	60	0	0	0	0	11.81	0	id72	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			255271	40	19	10k
bin.215	k__Bacteria	138	338	246	116	220	2	0	0	0	58.94	0.81	id214	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			1236816	37	12	10k
bin.502	k__Bacteria	5449	104	58	71	33	0	0	0	0	46.55	0	id501	Bacteria	Dormibacterota	Dormibacteria					1227645	72	130	2.5k
bin.081	k__Bacteria	5449	104	58	84	20	0	0	0	0	27.59	0	id80	Bacteria	Dormibacterota	Dormibacteria					618824	72	38	10k
bin.179	k__Bacteria	2993	143	89	112	31	0	0	0	0	11.83	0	id178	Bacteria	Elusimicrobiota	Elusimicrobia	2-01-FULL-59-12	2-01-FULL-59-12			266743	57	40	2.5k
bin.197	k__Bacteria	5449	100	55	86	14	0	0	0	0	7.27	0	id196	Bacteria	Elusimicrobiota	Elusimicrobia	2-01-FULL-59-12	2-01-FULL-59-12			212447	56	30	2.5k
bin.093	k__Bacteria	2993	143	89	43	99	1	0	0	0	76.34	1.12	id92	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	GWA2-66-18		2787610	69	246	2.5k
bin.094	k__Bacteria	2993	143	89	61	82	0	0	0	0	60.54	0	id93	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	GWA2-66-18		1894182	69	122	10k
bin.103	k__Bacteria	924	161	108	46	115	0	0	0	0	79.81	0	id102	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter		2947545	60	231	2.5k
bin.125	k__Bacteria	901	171	117	101	70	0	0	0	0	35.47	0	id124	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter		866912	62	111	2.5k
bin.255	k__Bacteria	5449	104	58	98	6	0	0	0	0	4.83	0	id254	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter		292933	63	47	2.5k
bin.487	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0	id486	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter		558568	60	85	2.5k
bin.126	k__Bacteria	924	163	110	88	75	0	0	0	0	52.27	0	id125	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter		2096831	60	117	10k
bin.493	k__Bacteria	924	161	108	2	159	0	0	0	0	98.15	0	id492	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Cybelea		3197698	61	92	2.5k
bin.086	k__Bacteria	924	161	108	8	153	0	0	0	0	93.52	0	id85	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Cybelea		3020129	61	71	10k
bin.099	k__Bacteria	924	163	110	79	82	2	0	0	0	44.38	1.82	id98	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Velthaea		1736376	63	189	2.5k
bin.008	k__Bacteria	924	161	108	128	33	0	0	0	0	14.23	0	id7	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Velthaea		733703	63	46	10k
bin.017	k__Bacteria	924	161	108	23	135	3	0	0	0	83.64	1.3	id16	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			3804187	63	244	2.5k
bin.200	k__Bacteria	924	161	108	104	57	0	0	0	0	40.62	0	id199	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			2025799	64	233	2.5k
bin.508	k__Bacteria	924	161	108	104	57	0	0	0	0	30.81	0	id507	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			1115594	65	149	2.5k
bin.091	k__Bacteria	924	161	108	41	120	0	0	0	0	68.83	0	id90	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			3037111	63	141	10k
bin.180	k__Bacteria	5449	104	58	86	18	0	0	0	0	22.41	0	id179	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae			766402	64	55	10k
bin.155	k__Bacteria	5449	100	55	67	33	0	0	0	0	50	0	id154	Bacteria	FCPU426	JAAXVQ01					1191058	65	123	2.5k
bin.025	k__Bacteria	5449	104	58	95	9	0	0	0	0	10.34	0	id24	Bacteria	FCPU426	JAAXVQ01					234782	67	15	10k
bin.130	f__Bacillaceae	128	559	182	16	521	21	1	0	0	94.43	5.34	id129	Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226			4193466	40	80	2.5k
bin.301	f__Bacillaceae	128	555	180	6	531	17	1	0	0	97.7	4.64	id300	Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226			4228940	40	77	10k
bin.181	k__Bacteria	5449	104	58	55	48	1	0	0	0	71.03	1.72	id180	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae			3919567	34	304	2.5k
bin.218	k__Bacteria	5449	104	58	63	40	1	0	0	0	58.97	1.72	id217	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae			2700153	34	135	10k
bin.151	p__Firmicutes	100	295	158	205	89	1	0	0	0	20.34	0.63	id150	Bacteria	Firmicutes_C	Negativicutes	Sporomusales				757208	48	95	2.5k
bin.159	k__Bacteria	2993	147	91	74	70	3	0	0	0	60.07	3.3	id158	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		3145929	63	276	2.5k
bin.378	k__Bacteria	2993	147	91	24	120	3	0	0	0	89.44	2.75	id377	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		3711152	64	169	2.5k
bin.130	k__Bacteria	2993	147	91	110	37	0	0	0	0	27.52	0	id129	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		2018652	63	116	10k
bin.187	k__Bacteria	2993	147	91	36	108	3	0	0	0	78.45	2.75	id186	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		3406583	64	127	10k
bin.387	root	5656	56	24	53	3	0	0	0	0	12.5	0	id386	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae			1596024	65	215	2.5k
bin.128	c__Deltaproteobacteria	83	245	154	184	61	0	0	0	0	27.25	0	id127	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	40CM-4-68-19		1946675	69	259	2.5k
bin.266	c__Deltaproteobacteria	83	247	155	142	104	1	0	0	0	40.93	0.65	id265	Bacteria	Myxococcota	Polyangia	Palsa-1104_A	Fen-1088	JADGRB01		3529285	69	395	2.5k
bin.313	k__Bacteria	5449	103	57	95	8	0	0	0	0	12.28	0	id312	Bacteria	Myxococcota	Polyangia	Palsa-1104_A	Fen-1088			1379431	69	94	10k
bin.193	k__Bacteria	5449	103	57	19	36	48	0	0	0	83.25	37.72	id192	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Palsa-1150		10155986	69	1044	2.5k
bin.346	c__Deltaproteobacteria	83	247	155	122	121	4	0	0	0	47.23	2.58	id345	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Palsa-1150		3162519	70	208	10k
bin.302	c__Deltaproteobacteria	83	247	155	171	75	1	0	0	0	21.42	0.65	id301	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			2276959	68	157	10k
bin.256	k__Bacteria	2258	181	110	35	142	4	0	0	0	81.36	3.64	id255	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315		3735202	57	277	2.5k
bin.223	k__Bacteria	2258	181	110	52	127	2	0	0	0	67.67	1.82	id222	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315		2876193	57	149	10k
bin.138	k__Bacteria	5449	100	55	72	27	1	0	0	0	48.18	1.82	id137	Bacteria	Omnitrophota	Koll11	UBA10015	GCA-002753745	JABDGZ01		1167677	44	136	2.5k
bin.317	k__Bacteria	2921	152	93	93	59	0	0	0	0	26.93	0	id316	Bacteria	Omnitrophota	Koll11	UBA10015	GCA-002753745	JABDGZ01		902720	43	113	2.5k
bin.178	root	5656	56	24	53	3	0	0	0	0	12.5	0	id177	Bacteria	Omnitrophota	Koll11	UBA10015	GCA-002753745	JABDGZ01		404249	44	29	10k
bin.073	k__Bacteria	924	151	101	29	121	1	0	0	0	73.27	0.11	id72	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		1128127	45	59	2.5k
bin.416	k__Bacteria	924	151	101	28	122	1	0	0	0	74.26	0.99	id415	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		1075273	45	39	2.5k
bin.501	k__Bacteria	924	151	101	59	90	2	0	0	0	52.21	0.61	id500	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		685274	46	75	2.5k
bin.323	k__Bacteria	924	151	101	42	109	0	0	0	0	66.39	0	id322	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		987167	45	41	10k
bin.343	k__Bacteria	924	151	101	30	121	0	0	0	0	72.28	0	id342	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		1026997	45	32	10k
bin.390	k__Bacteria	5449	100	55	78	22	0	0	0	0	24.55	0	id389	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		284485	46	17	10k
bin.078	k__Bacteria	924	161	108	114	46	1	0	0	0	30.81	0.93	id77	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920			575885	50	59	2.5k
bin.002	k__Bacteria	924	151	101	34	117	0	0	0	0	70.79	0	id1	Bacteria	Patescibacteria	Doudnabacteria	UBA920	VMFF01			799708	56	7	2.5k
bin.248	k__Bacteria	924	151	101	34	117	0	0	0	0	70.79	0	id247	Bacteria	Patescibacteria	Doudnabacteria	UBA920	VMFF01			799708	56	7	10k
bin.032	k__Bacteria	924	151	101	42	109	0	0	0	0	63.53	0	id31	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517			858405	37	5	2.5k
bin.214	k__Bacteria	924	151	101	42	109	0	0	0	0	63.53	0	id213	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517			858405	37	5	10k
bin.107	k__Bacteria	924	151	101	30	119	2	0	0	0	73.07	0.99	id106	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		2017008	36	79	2.5k
bin.135	k__Bacteria	924	151	101	34	116	1	0	0	0	68.98	0.99	id134	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1800105	35	70	2.5k
bin.142	k__Bacteria	924	151	101	38	113	0	0	0	0	66.34	0	id141	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1615459	37	43	2.5k
bin.203	k__Bacteria	924	151	101	77	73	1	0	0	0	44.01	0.99	id202	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1021452	36	124	2.5k
bin.228	k__Bacteria	924	151	101	29	115	7	0	0	0	74.17	5.94	id227	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		2021070	37	77	2.5k
bin.308	k__Bacteria	924	151	101	55	89	7	0	0	0	57.59	6.93	id307	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1420241	38	54	2.5k
bin.434	k__Bacteria	5449	104	58	88	12	4	0	0	0	22.41	6.9	id433	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		644371	37	91	2.5k
bin.490	k__Bacteria	924	151	101	37	99	15	0	0	0	65.35	5.35	id489	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1510962	37	83	2.5k
bin.112	k__Bacteria	2258	181	110	133	48	0	0	0	0	22.53	0	id111	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		418135	36	32	10k
bin.157	k__Bacteria	924	151	101	83	68	0	0	0	0	52.97	0	id156	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1343062	36	42	10k
bin.161	k__Bacteria	924	151	101	43	107	1	0	0	0	63.04	0.99	id160	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1412158	37	44	10k
bin.232	k__Bacteria	924	151	101	34	115	2	0	0	0	69.11	0.99	id231	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1915058	36	65	10k
bin.252	k__Bacteria	924	151	101	39	112	0	0	0	0	65.35	0	id251	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1535801	37	34	10k
bin.284	k__Bacteria	924	151	101	36	115	0	0	0	0	67	0	id283	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1715234	36	54	10k
bin.303	k__Bacteria	924	151	101	98	53	0	0	0	0	21.2	0	id302	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		368112	40	11	10k
bin.379	k__Bacteria	924	151	101	50	101	0	0	0	0	56.83	0	id378	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		1403377	37	57	10k
bin.305	k__Bacteria	924	151	101	66	85	0	0	0	0	47.94	0	id304	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PJMG01		1045650	33	101	2.5k
bin.189	k__Bacteria	924	151	101	94	57	0	0	0	0	27.23	0	id188	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PJMG01		576127	33	38	10k
bin.039	k__Bacteria	924	151	101	42	109	0	0	0	0	66.04	0	id38	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PPGL01		1027297	35	55	2.5k
bin.146	k__Bacteria	924	151	101	52	99	0	0	0	0	57.92	0	id145	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PPGL01		901064	36	28	10k
bin.026	k__Bacteria	5449	102	56	69	31	2	0	0	0	42.66	1.79	id25	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049			601321	37	66	2.5k
bin.003	k__Bacteria	901	171	117	58	111	2	0	0	0	55.95	0.57	id2	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		815219	53	6	2.5k
bin.012	k__Bacteria	924	161	108	52	109	0	0	0	0	57.84	0	id11	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		873478	54	20	2.5k
bin.023	k__Bacteria	924	151	101	44	107	0	0	0	0	61.68	0	id22	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		845825	48	4	2.5k
bin.071	k__Bacteria	5449	104	58	29	60	12	3	0	0	73.28	10.03	id70	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		888624	51	34	2.5k
bin.092	k__Bacteria	924	151	101	92	57	2	0	0	0	42.48	1.19	id91	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		763440	49	34	2.5k
bin.183	k__Bacteria	901	171	117	55	96	15	3	2	0	56.81	13.75	id182	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		975502	52	57	2.5k
bin.217	k__Bacteria	924	151	101	41	109	1	0	0	0	63.66	0.99	id216	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		859610	52	4	2.5k
bin.226	k__Bacteria	924	161	108	46	54	48	12	1	0	62.16	48.77	id225	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		1662957	51	136	2.5k
bin.227	k__Bacteria	901	171	117	63	108	0	0	0	0	52.54	0	id226	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		803863	51	14	2.5k
bin.323	k__Bacteria	924	151	101	57	92	2	0	0	0	52.08	1.16	id322	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		733534	53	34	2.5k
bin.441	k__Bacteria	901	171	117	54	115	2	0	0	0	60.23	1.71	id440	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		876684	51	11	2.5k
bin.006	k__Bacteria	901	171	117	92	79	0	0	0	0	32.74	0	id5	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		479460	52	25	10k
bin.011	k__Bacteria	924	151	101	41	109	1	0	0	0	63.66	0.99	id10	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		859610	52	4	10k
bin.040	k__Bacteria	924	151	101	51	94	6	0	0	0	56.7	4.13	id39	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		889533	52	36	10k
bin.047	k__Bacteria	901	171	117	73	93	5	0	0	0	49.26	4.27	id46	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		765022	51	36	10k
bin.061	k__Bacteria	901	171	117	54	115	2	0	0	0	60.23	1.71	id60	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		876684	51	11	10k
bin.093	k__Bacteria	924	151	101	67	82	2	0	0	0	46.24	0.66	id92	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		791972	49	31	10k
bin.115	k__Bacteria	901	171	117	59	112	0	0	0	0	54.39	0	id114	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		823169	51	12	10k
bin.172	k__Bacteria	5449	104	58	55	49	0	0	0	0	37.07	0	id171	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		513314	52	14	10k
bin.191	k__Bacteria	901	171	117	58	111	2	0	0	0	55.95	0.57	id190	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		815219	53	6	10k
bin.274	k__Bacteria	924	151	101	44	107	0	0	0	0	61.68	0	id273	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		845825	48	4	10k
bin.064	k__Bacteria	924	161	108	51	109	1	0	0	0	58.77	0.93	id63	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			944814	51	6	2.5k
bin.082	k__Bacteria	901	171	117	58	113	0	0	0	0	57.24	0	id81	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			821228	53	5	2.5k
bin.123	k__Bacteria	5449	100	55	85	15	0	0	0	0	14.55	0	id122	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			209148	47	15	2.5k
bin.136	k__Bacteria	5449	104	58	65	34	5	0	0	0	45.79	5.52	id135	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			699983	51	59	2.5k
bin.209	k__Bacteria	924	151	101	96	54	1	0	0	0	41.76	0.99	id208	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			508021	50	48	2.5k
bin.326	k__Bacteria	924	151	101	49	100	2	0	0	0	58.71	1.98	id325	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			803392	50	17	2.5k
bin.431	k__Bacteria	901	171	117	65	105	1	0	0	0	51.25	0.85	id430	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			677902	52	52	2.5k
bin.442	k__Bacteria	924	151	101	46	103	2	0	0	0	59.21	1.98	id441	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			890150	51	15	2.5k
bin.481	k__Bacteria	924	151	101	50	101	0	0	0	0	59.21	0	id480	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			765479	51	14	2.5k
bin.491	k__Bacteria	924	161	108	61	99	1	0	0	0	54.14	0.93	id490	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			893440	52	7	2.5k
bin.015	k__Bacteria	924	161	108	54	107	0	0	0	0	55.99	0	id14	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			857475	54	17	10k
bin.035	k__Bacteria	5449	104	58	84	20	0	0	0	0	30.17	0	id34	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			253467	50	16	10k
