	seqname	contigLen	totalAvgDepth	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
9406	NODE_9407_length_8306_cov_3.690219	8306	5.68539	5.68539	5.36228	bin.023	56.0							Bacteria?					
9407	NODE_9408_length_8305_cov_6.625455	8305	9.60736	9.60736	10.3503	bin.023	59.0							Bacteria?					
9408	NODE_9409_length_8305_cov_4.189697	8305	6.63887	6.63887	5.80448	bin.023	61.0							Bacteria?					
9413	NODE_9414_length_8303_cov_3.514670	8303	5.88888	5.88888	6.20069	bin.023	55.0							Bacteria?					
9417	NODE_9418_length_8302_cov_5.001455	8302	7.91843	7.91843	9.08133	bin.023	60.0							Bacteria?					
9418	NODE_9419_length_8302_cov_3.170122	8302	4.95903	4.95903	5.85159	bin.023	63.0							Bacteria?					
9420	NODE_9421_length_8301_cov_4.837618	8301	7.44044	7.44044	7.31397	bin.023	54.0							Bacteria?					
9427	NODE_9428_length_8298_cov_3.465122	8298	5.29983	5.29983	4.72508	bin.023	57.0	bin.023	0.967	0.133	0.58	0.207	0.967	dsDNAphage	8266.0	1.0	20.0	0.0	|full
9428	NODE_9429_length_8297_cov_4.751274	8297	7.10519	7.10519	8.63809	bin.023	57.0							Bacteria?					
9429	NODE_9430_length_8297_cov_4.018806	8297	6.46397	6.46397	9.17678	bin.023	56.0							Bacteria?					
9433	NODE_9434_length_8295_cov_4.209587	8295	6.64641	6.64641	7.33939	bin.023	62.0							Bacteria?					
9434	NODE_9435_length_8295_cov_3.867718	8295	6.05599	6.05599	7.00471	bin.023	63.0	bin.023	0.987	0.28	0.26	0.587	0.987	dsDNAphage	8293.0	3.0	36.4	0.0	|full
9440	NODE_9441_length_8291_cov_3.410515	8291	5.68395	5.68395	6.04323	bin.023	54.0							Bacteria?					
9441	NODE_9442_length_8290_cov_3.163813	8290	5.0398	5.0398	6.30342	bin.023	56.0							Bacteria?					
9442	NODE_9443_length_8290_cov_3.136126	8290	4.7129	4.7129	5.14327	bin.023	56.0	bin.023	0.16	0.02	0.327	0.787	0.787	NCLDV	8288.0	0.0	28.6	0.0	|full
9443	NODE_9444_length_8287_cov_4.655005	8287	7.33194	7.33194	6.8774	bin.023	62.0							Bacteria?					
9446	NODE_9447_length_8285_cov_7.414216	8285	11.1932	11.1932	24.8033	bin.023	57.0							Bacteria?					
9448	NODE_9449_length_8285_cov_4.432078	8285	7.08801	7.08801	8.22071	bin.023	58.0							Bacteria?					
9450	NODE_9451_length_8284_cov_4.292138	8284	6.6013	6.6013	5.23606	bin.023	62.0							Bacteria?					
9451	NODE_9452_length_8284_cov_4.024669	8284	6.56368	6.56368	7.04825	bin.023	61.0							Bacteria?					
9455	NODE_9456_length_8283_cov_6.035610	8283	9.2137	9.2137	15.5736	bin.023	58.0							Bacteria?					
9457	NODE_9458_length_8283_cov_3.758994	8283	6.05447	6.05447	8.48021	bin.023	56.0							Bacteria?					
9461	NODE_9462_length_8280_cov_4.648632	8280	7.0797	7.0797	8.88248	bin.023	56.0							Bacteria?					
9462	NODE_9463_length_8279_cov_5.826848	8279	8.82409	8.82409	11.8651	bin.023	59.0							Bacteria?					
9464	NODE_9465_length_8279_cov_4.021522	8279	5.81806	5.81806	6.66047	bin.023	59.0							Bacteria?					
9465	NODE_9466_length_8278_cov_4.366776	8278	6.41708	6.41708	6.82704	bin.023	57.0							Bacteria?					
9466	NODE_9467_length_8277_cov_3.614814	8277	5.63443	5.63443	5.91895	bin.023	55.0							Bacteria?					
9469	NODE_9470_length_8276_cov_3.045858	8276	4.91644	4.91644	4.58618	bin.023	59.0							Bacteria?					
9471	NODE_9472_length_8274_cov_3.476092	8274	5.7116	5.7116	5.37092	bin.023	60.0							Bacteria?					
9472	NODE_9473_length_8274_cov_3.122886	8274	5.04099	5.04099	5.1661	bin.023	60.0							Bacteria?					
9473	NODE_9474_length_8273_cov_4.433439	8273	7.07313	7.07313	6.1241	bin.023	55.0							Bacteria?					
9478	NODE_9479_length_8268_cov_5.270181	8268	7.79749	7.79749	7.1261	bin.023	62.0							Bacteria?					
9480	NODE_9481_length_8268_cov_3.665896	8268	5.70128	5.70128	6.06293	bin.023	57.0							Bacteria?					
9482	NODE_9483_length_8267_cov_4.155382	8267	6.62338	6.62338	10.0107	bin.023	61.0							Bacteria?					
9483	NODE_9484_length_8267_cov_4.110205	8267	6.47308	6.47308	8.4666	bin.023	57.0	bin.023	0.993	0.333	0.18	0.407	0.993	dsDNAphage	8266.0	2.0	15.4	0.0	|full
9485	NODE_9486_length_8265_cov_3.946650	8265	6.19199	6.19199	6.51051	bin.023	56.0							Bacteria?					
9486	NODE_9487_length_8265_cov_3.049086	8265	5.04609	5.04609	3.91623	bin.023	64.0							Bacteria?					
9487	NODE_9488_length_8264_cov_4.284322	8264	6.92001	6.92001	7.44792	bin.023	55.0							Bacteria?					
9489	NODE_9490_length_8262_cov_4.475813	8262	7.0	7.0	6.99618	bin.023	55.0							Bacteria?					
9490	NODE_9491_length_8262_cov_3.965274	8262	6.12118	6.12118	5.53833	bin.023	60.0							Bacteria?					
9492	NODE_9493_length_8261_cov_4.142944	8261	6.56836	6.56836	6.04402	bin.023	63.0							Bacteria?					
9493	NODE_9494_length_8261_cov_3.457836	8261	5.53877	5.53877	7.61316	bin.023	61.0							Bacteria?					
9494	NODE_9495_length_8260_cov_6.295430	8260	9.12639	9.12639	7.48574	bin.023	57.0							Bacteria?					
9495	NODE_9496_length_8260_cov_4.606094	8260	7.40123	7.40123	7.23471	bin.023	56.0							Bacteria?					
9498	NODE_9499_length_8259_cov_3.982082	8259	6.24158	6.24158	6.00125	bin.023	55.0							Bacteria?					
9505	NODE_9506_length_8255_cov_3.982805	8255	6.50228	6.50228	7.71151	bin.023	63.0							Bacteria?					
9507	NODE_9508_length_8254_cov_4.703988	8254	5.86019	5.86019	8.43551	bin.023	54.0							Bacteria?					
9511	NODE_9512_length_8249_cov_5.279107	8249	7.67366	7.67366	8.29126	bin.023	58.0							Bacteria?					
9512	NODE_9513_length_8249_cov_4.415182	8249	6.94394	6.94394	7.52647	bin.023	62.0							Bacteria?					
9513	NODE_9514_length_8249_cov_4.407493	8249	6.36301	6.36301	10.039	bin.023	60.0							Bacteria?					
9514	NODE_9515_length_8249_cov_4.263363	8249	6.57711	6.57711	6.60967	bin.023	63.0							Bacteria?					
9515	NODE_9516_length_8249_cov_3.840737	8249	6.0889	6.0889	5.92793	bin.023	57.0							Bacteria?					
9518	NODE_9519_length_8247_cov_5.499878	8247	8.2864	8.2864	11.6971	bin.023	56.0							Bacteria?					
9520	NODE_9521_length_8247_cov_3.728638	8247	6.18982	6.18982	7.75834	bin.023	61.0							Bacteria?					
9521	NODE_9522_length_8247_cov_3.686157	8247	5.66321	5.66321	5.07041	bin.023	57.0							Bacteria?					
9523	NODE_9524_length_8246_cov_4.652057	8246	7.19491	7.19491	5.49779	bin.023	59.0							Bacteria?					
9526	NODE_9527_length_8242_cov_5.178454	8242	8.13569	8.13569	9.59039	bin.023	59.0							Bacteria?					
9528	NODE_9529_length_8242_cov_4.099182	8242	6.43154	6.43154	6.85876	bin.023	57.0							Bacteria?					
9529	NODE_9530_length_8242_cov_3.960425	8242	5.93475	5.93475	6.53371	bin.023	56.0							Bacteria?					
9535	NODE_9536_length_8239_cov_4.334311	8239	6.95327	6.95327	9.58613	bin.023	59.0							Bacteria?					
9536	NODE_9537_length_8239_cov_3.708333	8239	5.89195	5.89195	5.59696	bin.023	56.0							Bacteria?					
9538	NODE_9539_length_8238_cov_4.767567	8238	7.52312	7.52312	8.17002	bin.023	62.0							Bacteria?					
9539	NODE_9540_length_8237_cov_3.789416	8237	5.71287	5.71287	7.15959	bin.023	62.0							Bacteria?					
9543	NODE_9544_length_8232_cov_7.958542	8232	12.1292	12.1292	16.3773	bin.023	58.0							Bacteria?					
9544	NODE_9545_length_8231_cov_10.014066	8231	7.61391	7.61391	12.1378	bin.023	57.0							Bacteria?					
9549	NODE_9550_length_8230_cov_4.848807	8230	7.40285	7.40285	10.4432	bin.023	64.0							Bacteria?					
9550	NODE_9551_length_8230_cov_4.273150	8230	6.81485	6.81485	10.4847	bin.023	58.0							Bacteria?					
9551	NODE_9552_length_8229_cov_3.908246	8229	6.28122	6.28122	7.46455	bin.023	61.0							Bacteria?					
9564	NODE_9565_length_8223_cov_4.009549	8223	6.1375	6.1375	8.25976	bin.023	60.0							Bacteria?					
9567	NODE_9568_length_8220_cov_6.328965	8220	9.58686	9.58686	11.8665	bin.023	59.0							Bacteria?					
9569	NODE_9570_length_8220_cov_4.264299	8220	6.19777	6.19777	6.03926	bin.023	63.0							Bacteria?					
9570	NODE_9571_length_8219_cov_5.243141	8219	8.15925	8.15925	9.24013	bin.023	60.0							Bacteria?					
9573	NODE_9574_length_8218_cov_3.622198	8218	5.83676	5.83676	7.00554	bin.023	55.0							Bacteria?					
9574	NODE_9575_length_8218_cov_3.461105	8218	5.39155	5.39155	3.72707	bin.023	61.0							Bacteria?					
9582	NODE_9583_length_8214_cov_3.107856	8214	4.90092	4.90092	4.5635	bin.023	58.0							Bacteria?					
9583	NODE_9584_length_8213_cov_3.834518	8213	6.05556	6.05556	5.71679	bin.023	59.0							Bacteria?					
9585	NODE_9586_length_8213_cov_3.256190	8213	5.50552	5.50552	5.22119	bin.023	62.0							Bacteria?					
9586	NODE_9587_length_8212_cov_5.290916	8212	7.08881	7.08881	6.89818	bin.023	58.0							Bacteria?					
9591	NODE_9592_length_8210_cov_2.573513	8210	4.04479	4.04479	4.92481	bin.023	62.0							Bacteria?					
9596	NODE_9597_length_8207_cov_4.834396	8207	6.50602	6.50602	10.3455	bin.023	60.0							Bacteria?					
9598	NODE_9599_length_8206_cov_3.537603	8206	5.90678	5.90678	5.12008	bin.023	55.0							Bacteria?					
9600	NODE_9601_length_8204_cov_4.745122	8204	7.38018	7.38018	9.79752	bin.023	60.0							Bacteria?					
9602	NODE_9603_length_8204_cov_4.188735	8204	6.11013	6.11013	4.72907	bin.023	59.0	bin.023	0.113	0.0	0.12	0.587	0.587	NCLDV	8204.0	0.0	20.0	0.0	|full
9603	NODE_9604_length_8203_cov_7.008959	8203	10.1023	10.1023	11.5251	bin.023	60.0							Bacteria?					
9604	NODE_9605_length_8203_cov_4.531910	8203	6.5439	6.5439	8.4133	bin.023	64.0							Bacteria?					
9605	NODE_9606_length_8202_cov_5.001718	8202	7.6073	7.6073	6.92504	bin.023	56.0							Bacteria?					
9607	NODE_9608_length_8199_cov_5.007245	8199	7.79786	7.79786	7.95763	bin.023	62.0							Bacteria?					
9608	NODE_9609_length_8197_cov_4.305085	8197	6.88667	6.88667	7.95169	bin.023	61.0							Bacteria?					
9609	NODE_9610_length_8196_cov_7.103796	8196	10.9369	10.9369	24.5513	bin.023	56.0							Bacteria?					
9610	NODE_9611_length_8196_cov_4.490972	8196	6.87783	6.87783	8.65918	bin.023	56.0							Bacteria?					
9611	NODE_9612_length_8196_cov_4.473529	8196	6.6182	6.6182	12.7071	bin.023	58.0							Bacteria?					
9612	NODE_9613_length_8196_cov_3.971625	8196	6.25081	6.25081	6.82308	bin.023	63.0							Bacteria?					
9614	NODE_9615_length_8195_cov_5.671007	8195	8.61541	8.61541	10.6309	bin.023	58.0							Bacteria?					
9616	NODE_9617_length_8195_cov_4.343735	8195	6.66774	6.66774	5.90759	bin.023	56.0							Bacteria?					
9617	NODE_9618_length_8194_cov_6.093378	8194	9.37618	9.37618	12.5563	bin.023	56.0							Bacteria?					
9621	NODE_9622_length_8193_cov_4.372819	8193	6.9535	6.9535	7.25651	bin.023	58.0							Bacteria?					
9622	NODE_9623_length_8193_cov_3.866798	8193	5.99217	5.99217	7.46333	bin.023	60.0							Bacteria?					
9625	NODE_9626_length_8192_cov_4.977264	8192	7.5853	7.5853	9.3291	bin.023	58.0							Bacteria?					
9626	NODE_9627_length_8192_cov_4.126951	8192	6.69112	6.69112	6.24787	bin.023	62.0							Bacteria?					
9628	NODE_9629_length_8191_cov_4.000000	8191	6.38117	6.38117	6.81083	bin.023	60.0							Bacteria?					
9633	NODE_9634_length_8186_cov_7.002460	8186	10.28	10.28	13.6986	bin.023	58.0							Bacteria?					
9634	NODE_9635_length_8186_cov_3.929406	8186	6.12096	6.12096	7.05426	bin.023	58.0							Bacteria?					
9635	NODE_9636_length_8185_cov_5.372817	8185	8.30056	8.30056	12.4358	bin.023	60.0							Bacteria?					
9637	NODE_9638_length_8183_cov_4.356668	8183	7.02502	7.02502	9.95697	bin.023	59.0							Bacteria?					
9638	NODE_9639_length_8183_cov_4.294045	8183	6.48998	6.48998	6.8969	bin.023	57.0							Bacteria?					
9640	NODE_9641_length_8181_cov_4.646444	8181	7.33022	7.33022	10.0843	bin.023	59.0							Bacteria?					
9641	NODE_9642_length_8181_cov_4.559316	8181	7.06014	7.06014	10.3272	bin.023	58.0							Bacteria?					
9648	NODE_9649_length_8179_cov_2.851428	8179	4.91082	4.91082	5.0211	bin.023	56.0							Bacteria?					
9650	NODE_9651_length_8178_cov_5.427798	8178	8.39574	8.39574	10.1946	bin.023	58.0							Bacteria?					
9656	NODE_9657_length_8176_cov_4.618274	8176	6.80787	6.80787	10.1249	bin.023	59.0							Bacteria?					
9659	NODE_9660_length_8174_cov_4.347457	8174	6.75162	6.75162	8.14658	bin.023	60.0							Bacteria?					
9660	NODE_9661_length_8174_cov_4.073162	8174	6.47121	6.47121	4.88713	bin.023	57.0	bin.023	0.32	0.013	0.367	0.553	0.553	NCLDV	8173.0	0.0	28.6	0.0	|full
9662	NODE_9663_length_8173_cov_4.373368	8173	6.83286	6.83286	10.115	bin.023	57.0	bin.023	0.06	0.0	0.193	0.72	0.72	NCLDV	8073.0	0.0	20.0	0.0	|full
9664	NODE_9665_length_8173_cov_3.776669	8173	6.04487	6.04487	5.46753	bin.023	60.0	bin.023	0.053	0.007	0.02	0.54	0.54	NCLDV	8170.0	0.0	12.5	0.0	|full
9667	NODE_9668_length_8171_cov_4.328857	8171	6.74118	6.74118	6.75317	bin.023	54.0							Bacteria?					
9668	NODE_9669_length_8171_cov_3.282035	8171	5.12118	5.12118	5.32187	bin.023	59.0							Bacteria?					
9669	NODE_9670_length_8170_cov_13.270610	8170	7.69501	7.69501	19.5822	bin.023	60.0							Bacteria?					
9670	NODE_9671_length_8170_cov_5.649908	8170	8.25075	8.25075	10.417	bin.023	60.0							Bacteria?					
9671	NODE_9672_length_8170_cov_5.422674	8170	8.19202	8.19202	8.59245	bin.023	60.0							Bacteria?					
9672	NODE_9673_length_8170_cov_3.541343	8170	5.66097	5.66097	4.70031	bin.023	59.0							Bacteria?					
9675	NODE_9676_length_8169_cov_3.596007	8169	5.58149	5.58149	6.88644	bin.023	59.0							Bacteria?					
9676	NODE_9677_length_8168_cov_4.385801	8168	7.09666	7.09666	10.1823	bin.023	61.0							Bacteria?					
9682	NODE_9683_length_8166_cov_4.488349	8166	7.09369	7.09369	11.3453	bin.023	54.0							Bacteria?					
9684	NODE_9685_length_8166_cov_4.384909	8166	6.78219	6.78219	6.39274	bin.023	61.0							Bacteria?					
9685	NODE_9686_length_8165_cov_4.768804	8165	7.67386	7.67386	10.3269	bin.023	58.0							Bacteria?					
9686	NODE_9687_length_8163_cov_6.158115	8163	9.56121	9.56121	13.3302	bin.023	63.0							Bacteria?					
9690	NODE_9691_length_8161_cov_6.189983	8161	8.89277	8.89277	9.20983	bin.023	60.0							Bacteria?					
9692	NODE_9693_length_8161_cov_4.149642	8161	6.18025	6.18025	7.89927	bin.023	59.0							Bacteria?					
9701	NODE_9702_length_8158_cov_6.730840	8158	10.6226	10.6226	8.18146	bin.023	58.0							Bacteria?					
9703	NODE_9704_length_8157_cov_5.987040	8157	8.97215	8.97215	13.2683	bin.023	62.0							Bacteria?					
9705	NODE_9706_length_8156_cov_4.030367	8156	6.37809	6.37809	6.68366	bin.023	59.0							Bacteria?					
9706	NODE_9707_length_8156_cov_4.008147	8156	6.42368	6.42368	9.58114	bin.023	58.0	bin.023	0.753	0.027	0.18	0.02	0.753	dsDNAphage	8067.0	2.0	57.1	42.9	|full
9709	NODE_9710_length_8153_cov_14.254137	8153	9.11746	9.11746	24.3071	bin.023	55.0							Bacteria?					
9710	NODE_9711_length_8153_cov_6.743146	8153	10.3285	10.3285	9.22683	bin.023	54.0							Bacteria?					
9712	NODE_9713_length_8152_cov_4.571199	8152	7.12359	7.12359	7.37964	bin.023	62.0							Bacteria?					
9713	NODE_9714_length_8152_cov_4.233543	8152	6.10285	6.10285	8.38216	bin.023	63.0	bin.023	0.12	0.0	0.653	0.707	0.707	NCLDV	7863.0	0.0	11.1	0.0	|full
9716	NODE_9717_length_8152_cov_3.337903	8152	5.0856	5.0856	6.91376	bin.023	63.0							Bacteria?					
9717	NODE_9718_length_8151_cov_6.566576	8151	9.57543	9.57543	12.9327	bin.023	53.0							Bacteria?					
9718	NODE_9719_length_8151_cov_4.711215	8151	7.13611	7.13611	7.9137	bin.023	63.0							Bacteria?					
9721	NODE_9722_length_8151_cov_3.681324	8151	5.6203	5.6203	4.79817	bin.023	58.0							Bacteria?					
9726	NODE_9727_length_8147_cov_4.051409	8147	6.68776	6.68776	7.3216	bin.023	64.0							Bacteria?					
9731	NODE_9732_length_8143_cov_5.694486	8143	8.98136	8.98136	11.8256	bin.023	60.0							Bacteria?					
9742	NODE_9743_length_8139_cov_4.425779	8139	6.94242	6.94242	7.20019	bin.023	61.0							Bacteria?					
9744	NODE_9745_length_8139_cov_4.116403	8139	6.64939	6.64939	8.2901	bin.023	63.0							Bacteria?					
9746	NODE_9747_length_8134_cov_3.962124	8134	6.23046	6.23046	5.73386	bin.023	64.0							Bacteria?					
9747	NODE_9748_length_8134_cov_3.484837	8134	5.38464	5.38464	5.50237	bin.023	57.0	bin.023	0.447	0.14	0.813	0.48	0.813	lavidaviridae	8131.0	0.0	30.0	0.0	|full
9748	NODE_9749_length_8134_cov_3.250526	8134	5.12575	5.12575	5.97109	bin.023	56.0							Bacteria?					
9749	NODE_9750_length_8133_cov_4.462119	8133	6.63873	6.63873	7.52233	bin.023	63.0							Bacteria?					
9750	NODE_9751_length_8133_cov_3.794256	8133	5.90367	5.90367	6.23833	bin.023	56.0							Bacteria?					
9754	NODE_9755_length_8130_cov_5.818824	8130	9.02481	9.02481	13.4677	bin.023	58.0							Bacteria?					
9755	NODE_9756_length_8130_cov_5.611889	8130	8.76917	8.76917	16.0182	bin.023	59.0	bin.023	0.827	0.06	0.047	0.213	0.827	dsDNAphage	7733.0	1.0	6.2	0.0	|full
9757	NODE_9758_length_8130_cov_3.850279	8130	5.99273	5.99273	6.56937	bin.023	57.0							Bacteria?					
9758	NODE_9759_length_8129_cov_4.287961	8129	7.05051	7.05051	6.568	bin.023	58.0							Bacteria?					
9763	NODE_9764_length_8128_cov_7.931128	8128	9.49148	9.49148	74.714	bin.023	57.0							Bacteria?					
9765	NODE_9766_length_8128_cov_4.821628	8128	7.32953	7.32953	9.06371	bin.023	59.0	bin.023	0.127	0.0	0.52	0.1	0.52	lavidaviridae	8126.0	0.0	14.3	0.0	|full
9770	NODE_9771_length_8125_cov_3.314870	8125	4.86495	4.86495	4.56959	bin.023	62.0							Bacteria?					
9773	NODE_9774_length_8122_cov_3.386761	8122	5.51154	5.51154	4.12826	bin.023	65.0							Bacteria?					
9774	NODE_9775_length_8121_cov_6.048971	8121	8.19558	8.19558	21.6111	bin.023	60.0							Bacteria?					
9775	NODE_9776_length_8121_cov_4.985123	8121	7.57684	7.57684	9.67719	bin.023	57.0							Bacteria?					
9777	NODE_9778_length_8121_cov_3.727746	8121	5.86376	5.86376	6.42917	bin.023	53.0							Bacteria?					
9778	NODE_9779_length_8121_cov_2.785148	8121	4.17049	4.17049	4.24355	bin.023	57.0							Bacteria?					
9779	NODE_9780_length_8120_cov_4.975449	8120	7.66512	7.66512	6.27395	bin.023	58.0							Bacteria?					
9781	NODE_9782_length_8119_cov_5.862723	8119	8.79257	8.79257	10.6669	bin.023	58.0							Bacteria?					
9783	NODE_9784_length_8118_cov_3.860226	8118	6.24812	6.24812	8.12565	bin.023	63.0							Bacteria?					
9785	NODE_9786_length_8116_cov_4.029029	8116	6.3584	6.3584	8.1398	bin.023	56.0	bin.023	1.0	0.607	0.367	0.46	1.0	dsDNAphage	7841.0	1.0	30.8	0.0	|full
9794	NODE_9795_length_8112_cov_3.820405	8112	6.02097	6.02097	4.90629	bin.023	55.0							Bacteria?					
9797	NODE_9798_length_8109_cov_8.024460	8109	9.46513	9.46513	10.1712	bin.023	59.0							Bacteria?					
9799	NODE_9800_length_8108_cov_3.761952	8108	6.18698	6.18698	5.48656	bin.023	62.0							Bacteria?					
9800	NODE_9801_length_8108_cov_3.188874	8108	4.99422	4.99422	5.68218	bin.023	57.0							Bacteria?					
9801	NODE_9802_length_8108_cov_2.698249	8108	4.35838	4.35838	4.61494	bin.023	53.0							Bacteria?					
9803	NODE_9804_length_8107_cov_3.821659	8107	6.01684	6.01684	6.51033	bin.023	61.0							Bacteria?					
9807	NODE_9808_length_8105_cov_4.913540	8105	7.74318	7.74318	9.76548	bin.023	54.0							Bacteria?					
9808	NODE_9809_length_8105_cov_2.988075	8105	4.75663	4.75663	4.52591	bin.023	55.0							Bacteria?					
9809	NODE_9810_length_8102_cov_8.830372	8102	12.389	12.389	15.274	bin.023	56.0							Bacteria?					
9811	NODE_9812_length_8101_cov_3.551827	8101	5.72783	5.72783	7.35895	bin.023	58.0							Bacteria?					
9814	NODE_9815_length_8099_cov_4.588637	8099	7.13536	7.13536	11.8686	bin.023	56.0							Bacteria?					
9816	NODE_9817_length_8098_cov_3.826184	8098	6.06442	6.06442	4.34623	bin.023	57.0							Bacteria?					
9818	NODE_9819_length_8097_cov_3.595001	8097	5.56764	5.56764	6.59288	bin.023	59.0							Bacteria?					
9820	NODE_9821_length_8096_cov_3.556772	8096	5.57538	5.57538	5.90585	bin.023	61.0							Bacteria?					
9822	NODE_9823_length_8096_cov_2.885586	8096	4.52152	4.52152	4.86913	bin.023	55.0							Bacteria?					
9825	NODE_9826_length_8093_cov_4.177656	8093	6.78207	6.78207	8.1488	bin.023	60.0							Bacteria?					
9826	NODE_9827_length_8092_cov_4.685579	8092	7.62113	7.62113	7.27122	bin.023	56.0							Bacteria?					
9828	NODE_9829_length_8092_cov_3.808386	8092	6.24112	6.24112	6.21554	bin.023	61.0							Bacteria?					
9830	NODE_9831_length_8091_cov_3.727103	8091	5.83944	5.83944	5.96046	bin.023	56.0							Bacteria?					
9831	NODE_9832_length_8091_cov_3.684918	8091	5.67296	5.67296	8.37591	bin.023	62.0							Bacteria?					
9833	NODE_9834_length_8090_cov_5.748724	8090	8.62166	8.62166	11.6103	bin.023	58.0							Bacteria?					
9834	NODE_9835_length_8090_cov_5.641319	8090	8.18652	8.18652	8.76095	bin.023	60.0	bin.023	0.173	0.02	0.047	0.553	0.553	NCLDV	8087.0	0.0	20.0	0.0	|full
9839	NODE_9840_length_8088_cov_3.572762	8088	5.67297	5.67297	7.76751	bin.023	59.0							Bacteria?					
9841	NODE_9842_length_8087_cov_4.329930	8087	6.18118	6.18118	7.23828	bin.023	62.0							Bacteria?					
9842	NODE_9843_length_8087_cov_3.113421	8087	5.12007	5.12007	6.66791	bin.023	60.0							Bacteria?					
9846	NODE_9847_length_8083_cov_3.809292	8083	5.82352	5.82352	6.1984	bin.023	60.0							Bacteria?					
9847	NODE_9848_length_8083_cov_3.458271	8083	5.32611	5.32611	8.05098	bin.023	65.0							Bacteria?					
9848	NODE_9849_length_8083_cov_3.353264	8083	5.49994	5.49994	4.76845	bin.023	57.0							Bacteria?					
9849	NODE_9850_length_8082_cov_3.552510	8082	5.82577	5.82577	5.97253	bin.023	62.0							Bacteria?					
9851	NODE_9852_length_8081_cov_4.276352	8081	6.60282	6.60282	10.9141	bin.023	62.0							Bacteria?					
9852	NODE_9853_length_8081_cov_3.888487	8081	6.10705	6.10705	7.33247	bin.023	59.0							Bacteria?					
9856	NODE_9857_length_8078_cov_4.226599	8078	6.59775	6.59775	7.56145	bin.023	59.0							Bacteria?					
9858	NODE_9859_length_8078_cov_3.076779	8078	4.91221	4.91221	4.33894	bin.023	55.0							Bacteria?					
9863	NODE_9864_length_8076_cov_3.145867	8076	4.83485	4.83485	4.29288	bin.023	54.0							Bacteria?					
9864	NODE_9865_length_8075_cov_4.214090	8075	6.45842	6.45842	5.52396	bin.023	63.0							Bacteria?					
9866	NODE_9867_length_8074_cov_4.829779	8074	7.47097	7.47097	7.45969	bin.023	59.0							Bacteria?					
9869	NODE_9870_length_8073_cov_4.855700	8073	7.00984	7.00984	6.86633	bin.023	62.0							Bacteria?					
9872	NODE_9873_length_8071_cov_4.400823	8071	6.83967	6.83967	8.5259	bin.023	61.0							Bacteria?					
9874	NODE_9875_length_8070_cov_4.355084	8070	6.66705	6.66705	8.16965	bin.023	63.0							Bacteria?					
9875	NODE_9876_length_8069_cov_3.831919	8069	5.9236	5.9236	6.50567	bin.023	59.0							Bacteria?					
9876	NODE_9877_length_8069_cov_3.720364	8069	5.97133	5.97133	4.86651	bin.023	57.0							Bacteria?					
9878	NODE_9879_length_8068_cov_5.765256	8068	8.46729	8.46729	12.8451	bin.023	63.0							Bacteria?					
9881	NODE_9882_length_8066_cov_5.310074	8066	8.06266	8.06266	11.1781	bin.023	58.0							Bacteria?					
9884	NODE_9885_length_8066_cov_4.146424	8066	6.64085	6.64085	6.45322	bin.023	62.0	bin.023	0.093	0.0	0.14	0.807	0.807	NCLDV	7801.0	0.0	16.7	0.0	|full
9887	NODE_9888_length_8065_cov_4.020474	8065	6.52028	6.52028	6.6275	bin.023	55.0							Bacteria?					
9889	NODE_9890_length_8064_cov_6.398302	8064	10.1643	10.1643	12.9721	bin.023	55.0							Bacteria?					
9891	NODE_9892_length_8064_cov_4.220002	8064	6.71835	6.71835	8.71406	bin.023	59.0							Bacteria?					
9892	NODE_9893_length_8064_cov_3.779748	8064	6.0024	6.0024	4.96412	bin.023	62.0							Bacteria?					
9894	NODE_9895_length_8062_cov_5.572374	8062	8.50126	8.50126	9.24161	bin.023	57.0							Bacteria?					
9905	NODE_9906_length_8058_cov_3.891666	8058	6.05185	6.05185	7.49777	bin.023	60.0							Bacteria?					
9907	NODE_9908_length_8057_cov_5.552487	8057	8.46958	8.46958	8.49389	bin.023	55.0							Bacteria?					
9910	NODE_9911_length_8056_cov_6.044494	8056	9.41424	9.41424	10.9794	bin.023	58.0							Bacteria?					
9912	NODE_9913_length_8056_cov_5.030121	8056	7.81811	7.81811	9.32891	bin.023	55.0							Bacteria?					
9913	NODE_9914_length_8056_cov_4.817398	8056	7.49203	7.49203	8.40944	bin.023	60.0							Bacteria?					
9914	NODE_9915_length_8056_cov_3.770529	8056	5.80572	5.80572	5.07164	bin.023	55.0							Bacteria?					
9924	NODE_9925_length_8051_cov_4.323162	8051	6.31211	6.31211	7.16487	bin.023	59.0							Bacteria?					
9925	NODE_9926_length_8051_cov_4.071536	8051	6.33629	6.33629	5.82145	bin.023	61.0							Bacteria?					
9926	NODE_9927_length_8051_cov_3.920710	8051	5.73294	5.73294	8.82968	bin.023	58.0							Bacteria?					
9927	NODE_9928_length_8050_cov_6.288305	8050	9.74671	9.74671	13.1511	bin.023	56.0							Bacteria?					
9928	NODE_9929_length_8050_cov_3.860288	8050	6.11013	6.11013	5.54138	bin.023	59.0							Bacteria?					
