"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"bin.123.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAITEC01;s__","-","-","-","-","-","GCA_903891325.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAITEC01;s__CAITEC01 sp903891325","77.09","0.2","taxonomic classification defined by topology and ANI","-","-","89","0.9470221511","-"
"bin.124.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003166955.1, s__Palsa-343 sp003166...","69.31","0.9399407034","-"
"bin.127.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","20.73","0.9232786844","-"
"bin.134.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","17.25","0.7213191702","-"
"bin.135.fa","d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__","-","-","-","-","-","GCA_003151595.1","d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__PALSA-1152 sp003151595","78.54","0.51","taxonomic classification defined by topology and ANI","-","-","16.82","0.8969952527","-"
"bin.136.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","GCF_900141745.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","98.65","0.96","GCF_900141745.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","98.65","0.96","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_004365055.1, s__Paraburkholderia p...","26.27","-","-"
"bin.137.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_014200495.1, s__Mucilaginibacter s...","63.45","0.9848617327","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.138.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__","-","-","-","-","-","GCA_003165495.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495","80.74","0.64","taxonomic classification defined by topology and ANI","-","GCA_003134045.1, s__Bog-1198 sp0031340...","13.64","0.9717777782","Genome has more than 74.2% of markers with multiple hits"
"bin.139.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__","-","-","-","-","-","GCA_013289795.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__JABCZH01 sp013289795","83.1","0.66","taxonomic classification defined by topology and ANI","-","-","86.26","0.981376738","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.140.fa","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","93.51","0.8172518237","-"
"bin.142.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","38.14","0.8972622755","Genome has more than 26.7% of markers with multiple hits"
"bin.086.fa","d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","68.15","0.8406976504","-"
"bin.128.fa","d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","69.61","0.8287011349","-"
